;NomVille;MAJ   ; Code Postal ; Code INSEE ;Code Région; Latitude ; Longitude ; Eloignement 
24037;Fontaine-lès-Croisilles;FONTAINE LES CROISILLES ;62128;62343;31;50.216667;2.916667;1.67
24038;Noreuil;NOREUIL   ;62128;62619;31;50.166667;2.916667;1.72
24039;Delettes;DELETTES   ;62129;62265;31;50.616667;2.2;1.7
24040;Herbelles;HERBELLES   ;62129;62431;31;50.65;2.216667;1.09
24041;Inghem;INGHEM   ;62129;62471;31;50.666667;2.25;1.19
24042;Thérouanne;THEROUANNE   ;62129;62811;31;50.633333;2.25;1
24043;Clarques;CLARQUES   ;62129;62226;31;50.65;2.283333;1.1
24044;Ecques;ECQUES   ;62129;62288;31;50.666667;2.283333;1.24
24045;Humières;HUMIERES   ;62130;62468;31;50.383333;2.2;1.74
24046;Humeroeuille;HUMEROEUILLE   ;62130;62467;31;50.4;2.216667;1.54
24047;Oeuf-en-Ternois;OEUF EN TERNOIS ;62130;62633;31;50.366667;2.216667;1.47
24048;Beauvois;BEAUVOIS   ;62130;62101;31;50.366667;2.233333;1.21
24049;Bermicourt;BERMICOURT   ;62130;62114;31;50.416667;2.233333;1.4
24050;Guinecourt;GUINECOURT   ;62130;62396;31;50.35;2.233333;1.25
24051;Croisette;CROISETTE   ;62130;62258;31;50.35;2.25;1
24052;Héricourt;HERICOURT   ;62130;62433;31;50.35;2.25;1
24053;Pierremont;PIERREMONT   ;62130;62655;31;50.4;2.266667;0.82
24054;Siracourt;SIRACOURT   ;62130;62797;31;50.366667;2.266667;0.69
24055;Wavrans-sur-Ternoise;WAVRANS SUR TERNOISE ;62130;62883;31;50.416667;2.283333;0.83
24056;Framecourt;FRAMECOURT   ;62130;62352;31;50.333333;2.3;0.75
24057;Hautecloque;HAUTECLOQUE   ;62130;62416;31;50.333333;2.3;0.75
24058;Herlincourt;HERLINCOURT   ;62130;62435;31;50.35;2.3;0.65
24059;Hernicourt;HERNICOURT   ;62130;62442;31;50.4;2.3;0.48
24060;Gauchin-Verloingt;GAUCHIN VERLOINGT  ;62130;62367;31;50.383333;2.316667;0.46
24061;Ramecourt;RAMECOURT   ;62130;62686;31;50.366667;2.316667;0.55
24062;Herlin-le-Sec;HERLIN LE SEC ;62130;62436;31;50.35;2.333333;0.65
24063;Saint-Pol-sur-Ternoise;SAINT POL SUR TERNOISE;62130;62767;31;50.383333;2.333333;0.46
24064;Buneville;BUNEVILLE   ;62130;62187;31;50.316667;2.35;1.07
24065;Huclier;HUCLIER   ;62130;62462;31;50.433333;2.35;1.16
24066;Troisvaux;TROISVAUX   ;62130;62831;31;50.4;2.35;0.77
24067;Maisnil;MAISNIL   ;62130;62539;31;50.341667;2.366667;-1
24068;Neuville-au-Cornet;NEUVILLE AU CORNET ;62130;62607;31;50.333333;2.366667;1.08
24069;Bryas;BRYAS   ;62130;62180;31;50.4;2.383333;1.24
24070;Foufflin-Ricametz;FOUFFLIN RICAMETZ  ;62130;62348;31;50.35;2.383333;1.2
24071;Monts-en-Ternois;MONTS EN TERNOIS ;62130;62590;31;50.316667;2.383333;1.44
24072;Roëllecourt;ROELLECOURT   ;62130;62717;31;50.366667;2.383333;1.16
24073;Ostreville;OSTREVILLE   ;62130;62641;31;50.4;2.4;1.49
24074;LaThieuloye;LA THIEULOYE  ;62130;62813;31;50.416667;2.433333;2.07
24075;Vaudricourt;VAUDRICOURT   ;62131;62836;31;50.5;2.633333;0.86
24076;Verquin;VERQUIN   ;62131;62848;31;50.5;2.633333;0.86
24077;Caffiers;CAFFIERS   ;62132;62191;31;50.833333;1.8;2.16
24078;Hardinghen;HARDINGHEN   ;62132;62412;31;50.8;1.816667;1.97
24079;Boursin;BOURSIN   ;62132;62167;31;50.766667;1.833333;1.77
24080;Fiennes;FIENNES   ;62132;62334;31;50.833333;1.833333;2.16
24081;Hermelinghen;HERMELINGHEN   ;62132;62439;31;50.8;1.85;1.97
24082;Tilly-Capelle;TILLY CAPELLE  ;62134;62818;31;50.45;2.2;1.45
24083;Érin;ERIN   ;62134;62303;31;50.433333;2.216667;1.25
24084;Lisbourg;LISBOURG   ;62134;62519;31;50.5;2.216667;1.37
24085;Teneur;TENEUR   ;62134;62808;31;50.45;2.216667;1.03
24086;Équirre;EQUIRRE   ;62134;62301;31;50.466667;2.233333;0.53
24087;Anvin;ANVIN   ;62134;62036;31;50.45;2.25;0.36
24088;Bergueneuse;BERGUENEUSE   ;62134;62109;31;50.466667;2.25;0.23
24089;Fleury;FLEURY   ;62134;62339;31;50.416667;2.25;1.23
24090;Prédefin;PREDEFIN   ;62134;62668;31;50.5;2.25;0.97
24091;Fontaine-lès-Boulans;FONTAINE LES BOULANS ;62134;62342;31;50.5;2.266667;1.03
24092;Heuchin;HEUCHIN   ;62134;62451;31;50.466667;2.266667;0.36
24093;Monchy-Cayeux;MONCHY CAYEUX  ;62134;62581;31;50.433333;2.266667;0.86
24094;Boyaval;BOYAVAL   ;62134;62171;31;50.466667;2.3;1.23
24095;Eps;EPS   ;62134;62299;31;50.45;2.3;1.28
24096;Fiefs;FIEFS   ;62134;62333;31;50.5;2.316667;1.93
24097;Lestrem;LESTREM   ;62136;62502;31;50.616667;2.683333;1.41
24098;Vieille-Chapelle;VIEILLE CHAPELLE  ;62136;62851;31;50.583333;2.7;1.05
24099;LaCouture;LA COUTURE  ;62136;62252;31;50.583333;2.716667;1.1
24100;Coulogne;COULOGNE   ;62137;62244;31;50.916667;1.883333;2.64
24101;Auchy-les-Mines;AUCHY LES MINES ;62138;62051;31;50.516667;2.783333;1.29
24102;Violaines;VIOLAINES   ;62138;62863;31;50.533333;2.783333;1.29
24103;Haisnes;HAISNES   ;62138;62401;31;50.516667;2.8;1.33
24104;Douvrin;DOUVRIN   ;62138;62276;31;50.516667;2.833333;1.43
24105;Billy-Berclau;BILLY BERCLAU  ;62138;62132;31;50.516667;2.866667;1.78
24106;Tortefontaine;TORTEFONTAINE   ;62140;62824;31;50.316667;1.916667;2.05
24107;Mouriez;MOURIEZ   ;62140;62596;31;50.35;1.95;1.25
24108;Raye-sur-Authie;RAYE SUR AUTHIE ;62140;62690;31;50.3;1.95;1.67
24109;Aubin-Saint-Vaast;AUBIN SAINT VAAST ;62140;62046;31;50.4;1.983333;1.02
24110;Bouin;BOUIN   ;62140;62159;31;50.383333;1.983333;0.99
24111;Labroye;LABROYE   ;62140;62481;31;50.283333;1.983333;1.56
24112;Capelle-lèsHesdin;CAPELLE LES HESDIN ;62140;62212;31;50.333333;2.0;0.94
24113;Cavron-Saint-Martin;CAVRON SAINT MARTIN ;62140;62220;31;50.416667;2.0;1.18
24114;Guigny;GUIGNY   ;62140;62395;31;50.333333;2.0;0.94
24115;Guisy;GUISY   ;62140;62398;31;50.383333;2.0;0.94
24116;Brévillers;BREVILLERS   ;62140;62175;31;50.35;2.016667;0.9
24117;Marconnelle;MARCONNELLE   ;62140;62550;31;50.366667;2.016667;0.9
24118;Régnauville;REGNAUVILLE   ;62140;62700;31;50.316667;2.016667;0.9
24119;Wambercourt;WAMBERCOURT   ;62140;62871;31;50.433333;2.016667;1.48
24120;Caumont;CAUMONT   ;62140;62219;31;50.283333;2.033333;1.49
24121;Chériennes;CHERIENNES   ;62140;62222;31;50.316667;2.033333;0.87
24122;Hesdin;HESDIN   ;62140;62447;31;50.366667;2.033333;0.85
24123;Huby-Saint-Leu;HUBY SAINT LEU ;62140;62461;31;50.383333;2.033333;0.85
24124;LaLoge;LA LOGE  ;62140;62521;31;50.4;2.033333;0.91
24125;Fressin;FRESSIN   ;62140;62359;31;50.45;2.05;1.93
24126;Marconne;MARCONNE   ;62140;62549;31;50.366667;2.05;0.8
24127;LeQuesnoy-en-Artois;LE QUESNOY EN ARTOIS;62140;62677;31;50.333333;2.05;0.84
24128;Sainte-Austreberthe;SAINTE AUSTREBERTHE  ;62140;62743;31;50.366667;2.05;0.8
24129;Grigny;GRIGNY   ;62140;62388;31;50.383333;2.066667;1.14
24130;Erquières;ERQUIERES   ;62140;62305;31;50.316667;2.083333;1.56
24131;Évin-Malmaison;EVIN MALMAISON  ;62141;62321;31;50.433333;3.033333;2
24132;Belle-et-Houllefort;BELLE ET HOULLEFORT ;62142;62105;31;50.75;1.75;1.8
24133;Bellebrune;BELLEBRUNE   ;62142;62104;31;50.733333;1.783333;1.58
24134;Alincthun;ALINCTHUN   ;62142;62022;31;50.733333;1.8;1.58
24135;LeWast;LE WAST  ;62142;62880;31;50.75;1.8;1.68
24136;Colembert;COLEMBERT   ;62142;62230;31;50.75;1.833333;1.68
24137;Henneveux;HENNEVEUX   ;62142;62429;31;50.716667;1.85;1.48
24138;Nabringhen;NABRINGHEN   ;62142;62599;31;50.75;1.866667;1.68
24139;Longueville;LONGUEVILLE   ;62142;62526;31;50.733333;1.883333;1.58
24140;Angres;ANGRES   ;62143;62032;31;50.416667;2.75;1.19
24141;HauteAvesnes;HAUTE AVESNES  ;62144;62415;31;50.333333;2.633333;1.49
24142;Acq;ACQ   ;62144;62007;31;50.35;2.65;0.91
24143;Villers-au-Bois;VILLERS AU BOIS ;62144;62854;31;50.366667;2.666667;0.95
24144;Carency;CARENCY   ;62144;62213;31;50.383333;2.7;1.38
24145;Mont-Saint-Éloi;MONT SAINT ELOI ;62144;62589;31;50.35;2.7;1.05
24146;Enquin-les-Mines;ENQUIN LES MINES ;62145;62295;31;50.583333;2.283333;1.36
24147;Estrée-Blanche;ESTREE BLANCHE  ;62145;62313;31;50.583333;2.316667;0.71
24148;Liettres;LIETTRES   ;62145;62509;31;50.6;2.35;1.42
24149;Doignies;DOIGNIES   ;62147;59176;31;50.116667;3.0;1.35
24150;Boursies;BOURSIES   ;62147;59097;31;50.133333;3.016667;1.28
24151;Hermies;HERMIES   ;62147;62440;31;50.116667;3.033333;2.01
24152;Moeuvres;MOEUVRES   ;62147;59405;31;50.15;3.066667;1.21
24153;Havrincourt;HAVRINCOURT   ;62147;62421;31;50.116667;3.083333;2.14
24154;Trescault;TRESCAULT   ;62147;62830;31;50.083333;3.083333;2.2
24155;Annequin;ANNEQUIN   ;62149;62034;31;50.5;2.716667;1.1
24156;Cambrin;CAMBRIN   ;62149;62200;31;50.5;2.733333;1.14
24157;Festubert;FESTUBERT   ;62149;62330;31;50.55;2.733333;1.48
24158;Cuinchy;CUINCHY   ;62149;62262;31;50.516667;2.75;1.19
24159;Bajus;BAJUS   ;62150;62077;31;50.416667;2.483333;1.68
24160;LaComté;LA COMTE  ;62150;62232;31;50.433333;2.5;1.21
24161;Beugin;BEUGIN   ;62150;62120;31;50.45;2.516667;0.99
24162;Houdain;HOUDAIN   ;62150;62457;31;50.45;2.533333;0.72
24163;Hermin;HERMIN   ;62150;62441;31;50.416667;2.55;0.62
24164;Ranchicourt;RANCHICOURT   ;62150;62687;31;50.433333;2.55;0.62
24165;Caucourt;CAUCOURT   ;62150;62218;31;50.4;2.566667;0.99
24166;Gauchin-Légal;GAUCHIN LEGAL  ;62150;62366;31;50.416667;2.583333;1.17
24167;Fresnicourt-le-Dolmen;FRESNICOURT LE DOLMEN ;62150;62356;31;50.416667;2.6;1.63
24168;Burbure;BURBURE   ;62151;62188;31;50.533333;2.466667;0.41
24169;Hardelot-Plage;HARDELOT PLAGE  ;62152;62919;31;50.633333;1.583333;2.13
24170;Neufchâtel-Hardelot;NEUFCHATEL HARDELOT  ;62152;62604;31;50.616667;1.633333;1.99
24171;Nesles;NESLES   ;62152;62603;31;50.616667;1.65;1.94
24172;Ablain-Saint-Nazaire;ABLAIN SAINT NAZAIRE ;62153;62001;31;50.383333;2.716667;1.1
24173;Souchez;SOUCHEZ   ;62153;62801;31;50.383333;2.75;1.19
24174;Merlimont;MERLIMONT   ;62155;62571;31;50.45;1.616667;2.04
24175;Vis-en-Artois;VIS EN ARTOIS ;62156;62864;31;50.25;2.933333;1.71
24176;Boiry-Notre-Dame;BOIRY NOTRE DAME ;62156;62145;31;50.266667;2.95;1.76
24177;Haucourt;HAUCOURT   ;62156;62414;31;50.25;2.95;1.76
24178;Rémy;REMY   ;62156;62703;31;50.25;2.966667;1.81
24179;Éterpigny;ETERPIGNY   ;62156;62319;31;50.266667;2.983333;1.86
24180;Étaing;ETAING   ;62156;62317;31;50.266667;3.0;1.9
24181;Dury;DURY   ;62156;62280;31;50.25;3.016667;1.95
24182;Allouagne;ALLOUAGNE   ;62157;62023;31;50.533333;2.5;0.48
24183;Coullemont;COULLEMONT   ;62158;62243;31;50.2;2.483333;1.55
24184;Couturelle;COUTURELLE   ;62158;62253;31;50.2;2.5;1.52
24185;LaHerlière;LA HERLIERE  ;62158;62434;31;50.216667;2.55;1.43
24186;Bavincourt;BAVINCOURT   ;62158;62086;31;50.233333;2.566667;1.33
24187;LaCauchie;LA CAUCHIE  ;62158;62216;31;50.2;2.583333;1.52
24188;Humbercamps;HUMBERCAMPS   ;62158;62465;31;50.183333;2.583333;1.62
24189;Mory;MORY   ;62159;62594;31;50.15;2.85;1.81
24190;Vaulx-Vraucourt;VAULX VRAUCOURT  ;62159;62839;31;50.133333;2.916667;1.91
24191;Lagnicourt-Marcel;LAGNICOURT MARCEL  ;62159;62484;31;50.15;2.95;1.81
24192;Aix-Noulette;AIX NOULETTE  ;62160;62019;31;50.416667;2.7;1.5
24193;Bully-les-Mines;BULLY LES MINES ;62160;62186;31;50.433333;2.716667;1.1
24194;Grenay;GRENAY   ;62160;62386;31;50.45;2.733333;1.5
24195;Agnez-lès-Duisans;AGNEZ LES DUISANS ;62161;62011;31;50.3;2.666667;1.45
24196;Duisans;DUISANS   ;62161;62279;31;50.3;2.683333;1
24197;Étrun;ETRUN   ;62161;62320;31;50.316667;2.7;1.05
24198;Maroeuil;MAROEUIL   ;62161;62557;31;50.316667;2.7;1.05
24199;Vieille-Église;VIEILLE EGLISE  ;62162;62852;31;50.933333;2.083333;2.74
24200;Saint-Omer-Capelle;SAINT OMER CAPELLE ;62162;62766;31;50.933333;2.1;2.74
24201;Audresselles;AUDRESSELLES   ;62164;62056;31;50.816667;1.583333;2.13
24202;Ambleteuse;AMBLETEUSE   ;62164;62025;31;50.8;1.6;2.08
24203;Montreuil;MONTREUIL;62170;62588;0;50.464444;1.764166;
24204;Saint-Aubin;SAINT AUBIN  ;62170;62742;31;50.458333;1.666667;-1
24205;Saint-Josse;SAINT JOSSE  ;62170;62752;31;50.466667;1.666667;1.89
24206;Beutin;BEUTIN   ;62170;62124;31;50.483333;1.716667;1.75
24207;LaCalotterie;LA CALOTTERIE  ;62170;62196;31;50.483333;1.716667;1.75
24208;Campigneulles-les-Grandes;CAMPIGNEULLES LES GRANDES ;62170;62206;31;50.433333;1.716667;1.75
24209;Lépine;LEPINE   ;62170;62499;31;50.383333;1.716667;1.78
24210;Sorrus;SORRUS   ;62170;62799;31;50.466667;1.716667;1.75
24211;Bréxent-Énocq;BREXENT ENOCQ  ;62170;62176;31;50.516667;1.733333;1.7
24212;Campigneulles-les-Petites;CAMPIGNEULLES LES PETITES ;62170;62207;31;50.45;1.733333;1.7
24213;Wailly-Beaucamp;WAILLY BEAUCAMP  ;62170;62870;31;50.416667;1.733333;1.7
24214;Attin;ATTIN   ;62170;62044;31;50.483333;1.75;1.66
24215;Bernieulles;BERNIEULLES   ;62170;62116;31;50.55;1.766667;1.61
24216;Écuires;ECUIRES   ;62170;62289;31;50.45;1.766667;1.61
24217;Neuville-sous-Montreuil;NEUVILLE SOUS MONTREUIL ;62170;62610;31;50.466667;1.766667;1.61
24218;Estrée;ESTREE   ;62170;62312;31;50.5;1.783333;1.56
24219;Estréelles;ESTREELLES   ;62170;62315;31;50.5;1.783333;1.56
24220;Inxent;INXENT   ;62170;62472;31;50.533333;1.783333;1.56
24221;Recques-sur-Course;RECQUES SUR COURSE ;62170;62698;31;50.516667;1.783333;1.56
24222;Beaumerie-Saint-Martin;BEAUMERIE SAINT MARTIN ;62170;62094;31;50.45;1.8;1.51
24223;Beussent;BEUSSENT   ;62170;62123;31;50.55;1.8;1.51
24224;Montcavrel;MONTCAVREL   ;62170;62585;31;50.516667;1.8;1.51
24225;Brimeux;BRIMEUX   ;62170;62177;31;50.45;1.833333;1.42
24226;Marant;MARANT   ;62170;62547;31;50.466667;1.833333;1.42
24227;Marles-sur-Canche;MARLES SUR CANCHE ;62170;62556;31;50.45;1.833333;1.42
24228;Aix-en-Issart;AIX EN ISSART ;62170;62018;31;50.483333;1.85;1.42
24229;Sempy;SEMPY   ;62170;62787;31;50.483333;1.866667;1.69
24230;Bouvigny-Boyeffles;BOUVIGNY BOYEFFLES  ;62172;62170;31;50.416667;2.666667;0.95
24231;Ransart;RANSART   ;62173;62689;31;50.216667;2.683333;1.43
24232;Rivière;RIVIERE   ;62173;62712;31;50.233333;2.683333;1.33
24233;Blairville;BLAIRVILLE   ;62173;62135;31;50.216667;2.716667;1.43
24234;Ficheux;FICHEUX   ;62173;62332;31;50.233333;2.733333;1.34
24235;Hendecourt-lès-Ransart;HENDECOURT LES RANSART ;62175;62425;31;50.2;2.733333;1.57
24236;Boiry-Sainte-Rictrude;BOIRY SAINTE RICTRUDE ;62175;62147;31;50.2;2.75;1.52
24237;Boiry-Saint-Martin;BOIRY SAINT MARTIN ;62175;62146;31;50.2;2.766667;1.52
24238;Boisleux-au-Mont;BOISLEUX AU MONT ;62175;62151;31;50.2;2.783333;1.52
24239;Boisleux-Saint-Marc;BOISLEUX SAINT MARC ;62175;62152;31;50.216667;2.8;1.68
24240;Camiers;CAMIERS   ;62176;62201;31;50.566667;1.616667;2.04
24241;Audinghen;AUDINGHEN   ;62179;62054;31;50.85;1.6;2.26
24242;Tardinghen;TARDINGHEN   ;62179;62806;31;50.866667;1.633333;2.35
24243;Wissant;WISSANT   ;62179;62899;31;50.883333;1.666667;2.45
24244;Escalles;ESCALLES   ;62179;62307;31;50.916667;1.716667;2.64
24245;Hervelinghen;HERVELINGHEN   ;62179;62444;31;50.883333;1.716667;2.45
24246;Rang-du-Fliers;RANG DU FLIERS ;62180;62688;31;50.416667;1.65;1.94
24247;Verton;VERTON   ;62180;62849;31;50.4;1.65;1.94
24248;Waben;WABEN   ;62180;62866;31;50.383333;1.65;1.94
24249;Airon-Notre-Dame;AIRON NOTRE DAME ;62180;62015;31;50.433333;1.666667;1.89
24250;Airon-Saint-Vaast;AIRON SAINT VAAST ;62180;62016;31;50.433333;1.666667;1.89
24251;Conchil-le-Temple;CONCHIL LE TEMPLE ;62180;62233;31;50.366667;1.666667;1.89
24252;Colline-Beaumont;COLLINE BEAUMONT  ;62180;62231;31;50.333333;1.683333;1.85
24253;Tigny-Noyelle;TIGNY NOYELLE  ;62180;62815;31;50.35;1.7;1.8
24254;Nempont-Saint-Firmin;NEMPONT SAINT FIRMIN ;62180;62602;31;50.35;1.733333;1.7
24255;Hendecourt-lès-Cagnicourt;HENDECOURT LES CAGNICOURT ;62182;62424;31;50.216667;2.95;1.76
24256;Riencourt-lès-Cagnicourt;RIENCOURT LES CAGNICOURT ;62182;62709;31;50.2;2.95;1.76
24257;Cagnicourt;CAGNICOURT   ;62182;62192;31;50.216667;3.0;1.9
24258;Fréthun;FRETHUN   ;62185;62360;31;50.916667;1.816667;2.64
24259;Nielles-lès-Calais;NIELLES LES CALAIS ;62185;62615;31;50.9;1.833333;2.55
24260;Saint-Tricat;SAINT TRICAT  ;62185;62769;31;50.883333;1.833333;2.45
24261;Dannes;DANNES   ;62187;62264;31;50.583333;1.6;2.08
24262;Auchy-au-Bois;AUCHY AU BOIS ;62190;62049;31;50.55;2.366667;2.22
24263;Ames;AMES   ;62190;62028;31;50.55;2.416667;0.65
24264;Lespesses;LESPESSES   ;62190;62500;31;50.566667;2.416667;0.61
24265;Lières;LIERES   ;62190;62508;31;50.55;2.416667;0.65
24266;Bourecq;BOURECQ   ;62190;62162;31;50.566667;2.433333;0.61
24267;Ecquedecques;ECQUEDECQUES   ;62190;62286;31;50.566667;2.45;0.65
24268;Ham-en-Artois;HAM EN ARTOIS ;62190;62407;31;50.583333;2.466667;1.39
24269;Lillers;LILLERS   ;62190;62516;31;50.566667;2.483333;1.77
24270;Hesdigneul-lès-Béthune;HESDIGNEUL LES BETHUNE ;62196;62445;31;50.5;2.6;0.76
24271;Gosnay;GOSNAY   ;62199;62377;31;50.516667;2.583333;0.72
24272;Boulogne-sur-Mer;BOULOGNE SUR MER ;62200;62160;31;50.716667;1.616667;2.04
24273;Avion;AVION   ;62210;62065;31;50.4;2.833333;1.43
24274;Oye-Plage;OYE PLAGE  ;62215;62645;31;50.983333;2.05;-1
24275;Wailly;WAILLY   ;62217;62869;31;50.241667;2.725;-1
24276;Achicourt;ACHICOURT   ;62217;62004;31;50.266667;2.766667;1.24
24277;Agny;AGNY   ;62217;62013;31;50.266667;2.766667;1.24
24278;Beaurains;BEAURAINS   ;62217;62099;31;50.266667;2.783333;1.29
24279;Mercatel;MERCATEL   ;62217;62568;31;50.233333;2.8;1.33
24280;Neuville-Vitasse;NEUVILLE VITASSE  ;62217;62611;31;50.25;2.816667;1.38
24281;Tilloy-lès-Mofflaines;TILLOY LES MOFFLAINES ;62217;62817;31;50.266667;2.816667;1.38
24282;Loison-sous-Lens;LOISON SOUS LENS ;62218;62523;31;50.433333;2.866667;1.52
24283;Wisques;WISQUES   ;62219;62898;31;50.716667;2.2;1.48
24284;Longuenesse;LONGUENESSE   ;62219;62525;31;50.733333;2.233333;1.58
24285;Carvin;CARVIN   ;62220;62215;31;50.483333;2.966667;1.81
24286;Noyelles-sous-Lens;NOYELLES SOUS LENS ;62221;62628;31;50.433333;2.866667;1.52
24287;Anzin-Saint-Aubin;ANZIN SAINT AUBIN ;62223;62037;31;50.316667;2.75;1.34
24288;Écurie;ECURIE   ;62223;62290;31;50.333333;2.766667;1.24
24289;Sainte-Catherine;SAINTE CATHERINE  ;62223;62744;31;50.3;2.766667;1.24
24290;Saint-Nicolas-des-Bois;SAINT NICOLAS DES BOIS;62223;62764;31;50.3;2.775;-1
24291;Roclincourt;ROCLINCOURT   ;62223;62714;31;50.316667;2.783333;1.29
24292;Saint-Laurent-Blangy;SAINT LAURENT BLANGY ;62223;62753;31;50.3;2.8;1.33
24293;Athies;ATHIES   ;62223;62042;31;50.3;2.833333;1.43
24294;Feuchy;FEUCHY   ;62223;62331;31;50.283333;2.85;2.03
24295;Équihen-Plage;EQUIHEN PLAGE  ;62224;62300;31;50.683333;1.566667;2.18
24296;Outreau;OUTREAU   ;62230;62643;31;50.7;1.583333;2.13
24297;Sangatte;SANGATTE   ;62231;62774;31;50.933333;1.75;2.74
24298;Peuplingues;PEUPLINGUES   ;62231;62654;31;50.916667;1.766667;2.64
24299;Coquelles;COQUELLES   ;62231;62239;31;50.933333;1.8;2.74
24300;Fouquereuil;FOUQUEREUIL   ;62232;62349;31;50.516667;2.6;1.36
24301;Annezin;ANNEZIN   ;62232;62035;31;50.533333;2.616667;0.81
24302;Fouquières-lès-Béthune;FOUQUIERES LES BETHUNE ;62232;62350;31;50.516667;2.616667;1.08
24303;Hinges;HINGES   ;62232;62454;31;50.566667;2.616667;2.13
24304;Vendin-lès-Béthune;VENDIN LES BETHUNE ;62232;62841;31;50.533333;2.616667;0.81
24305;Wirwignes;WIRWIGNES   ;62240;62896;31;50.683333;1.766667;1.93
24306;Crémarest;CREMAREST   ;62240;62255;31;50.7;1.783333;1.67
24307;Longfossé;LONGFOSSE   ;62240;62524;31;50.65;1.8;1.51
24308;Courset;COURSET   ;62240;62251;31;50.65;1.833333;1.42
24309;Desvres;DESVRES   ;62240;62268;31;50.666667;1.833333;1.42
24310;Bournonville;BOURNONVILLE   ;62240;62165;31;50.7;1.85;1.38
24311;Menneville;MENNEVILLE   ;62240;62566;31;50.683333;1.866667;1.32
24312;Saint-Martin-Choquel;SAINT MARTIN CHOQUEL ;62240;62759;31;50.666667;1.883333;1.28
24313;Brunembert;BRUNEMBERT   ;62240;62179;31;50.716667;1.9;1.48
24314;Selles;SELLES   ;62240;62786;31;50.7;1.9;1.38
24315;Bécourt;BECOURT   ;62240;62102;31;50.633333;1.916667;1.2
24316;Vieil-Moutier;VIEIL MOUTIER  ;62240;62853;31;50.683333;1.916667;1.29
24317;Lottinghen;LOTTINGHEN   ;62240;62530;31;50.683333;1.933333;1.29
24318;Quesques;QUESQUES   ;62240;62678;31;50.7;1.933333;1.38
24319;Senlecques;SENLECQUES   ;62240;62789;31;50.65;1.933333;1.29
24320;Bazinghen;BAZINGHEN   ;62250;62089;31;50.833333;1.666667;2.16
24321;Beuvrequen;BEUVREQUEN   ;62250;62125;31;50.8;1.666667;1.97
24322;Maninghen-Henne;MANINGHEN HENNE  ;62250;62546;31;50.766667;1.666667;1.89
24323;Wacquinghen;WACQUINGHEN   ;62250;62867;31;50.783333;1.666667;1.89
24324;Offrethun;OFFRETHUN   ;62250;62636;31;50.783333;1.683333;1.87
24325;Audembert;AUDEMBERT   ;62250;62052;31;50.866667;1.7;2.35
24326;Marquise;MARQUISE   ;62250;62560;31;50.816667;1.7;2.06
24327;Leubringhen;LEUBRINGHEN   ;62250;62503;31;50.85;1.716667;2.26
24328;Leulinghen-Bernes;LEULINGHEN BERNES  ;62250;62505;31;50.833333;1.716667;2.16
24329;Saint-Inglevert;SAINT INGLEVERT  ;62250;62751;31;50.866667;1.733333;2.35
24330;Ferques;FERQUES   ;62250;62329;31;50.833333;1.766667;2.16
24331;Landrethun-le-Nord;LANDRETHUN LE NORD ;62250;62487;31;50.85;1.783333;2.26
24332;Amettes;AMETTES   ;62260;62029;31;50.533333;2.4;1.39
24333;Ferfay;FERFAY   ;62260;62328;31;50.516667;2.416667;0.61
24334;Cauchy-à-la-Tour;CAUCHY A LA TOUR;62260;62217;31;50.5;2.45;0.74
24335;Auchel;AUCHEL   ;62260;62048;31;50.5;2.466667;1.26
24336;Conchy-sur-Canche;CONCHY SUR CANCHE ;62270;62234;31;50.3;2.2;1.34
24337;Linzeux;LINZEUX   ;62270;62518;31;50.35;2.2;1.64
24338;Blangermont;BLANGERMONT   ;62270;62136;31;50.333333;2.216667;1.25
24339;Monchel-surCanche;MONCHEL SUR CANCHE ;62270;62577;31;50.3;2.216667;1.06
24340;Vacquerie-le-Boucq;VACQUERIE LE BOUCQ ;62270;62833;31;50.266667;2.216667;1.15
24341;BlangervalBlangermont;BLANGERVAL BLANGERMONT  ;62270;62137;31;50.316667;2.233333;0.87
24342;Boubers-sur-Canche;BOUBERS SUR CANCHE ;62270;62158;31;50.283333;2.233333;1.04
24343;Fortel-en-Artois;FORTEL EN ARTOIS ;62270;62346;31;50.25;2.233333;1.23
24344;Bonnières;BONNIERES   ;62270;62154;31;50.25;2.25;1.23
24345;Flers;FLERS   ;62270;62337;31;50.316667;2.25;0.85
24346;Ligny-sur-Canche;LIGNY SUR CANCHE ;62270;62513;31;50.283333;2.25;1.04
24347;Frévent;FREVENT   ;62270;62361;31;50.266667;2.283333;1.14
24348;Hautecôte;HAUTECOTE   ;62270;62417;31;50.3;2.283333;0.94
24349;NuncqHautecote;NUNCQ HAUTECOTE  ;62270;62631;31;50.3;2.283333;0.94
24350;Écoivres;ECOIVRES   ;62270;62283;31;50.325;2.291667;-1
24351;Séricourt;SERICOURT   ;62270;62791;31;50.3;2.316667;0.94
24352;Sibiville;SIBIVILLE   ;62270;62795;31;50.3;2.316667;0.94
24353;Rebreuve-sur-Canche;REBREUVE SUR CANCHE ;62270;62694;31;50.266667;2.35;1.26
24354;Canettemont;CANETTEMONT   ;62270;62208;31;50.283333;2.366667;1.46
24355;Rébreuviette;REBREUVIETTE   ;62270;62695;31;50.266667;2.366667;1.52
24356;Houvin-Houvigneul;HOUVIN HOUVIGNEUL  ;62270;62459;31;50.3;2.383333;1.73
